palabra,rt,palabra_noaccents
mejorar,465.66,mejorar
mejorarse,520.06,mejorarse
memorizar,507.59,memorizar
mencionar,518.86,mencionar
mendigar,486.26,mendigar
menear,520.53,menear
menguar,536.02,menguar
menoscabar,602.49,menoscabar
menospreciar,571.56,menospreciar
mentalizar,520.41,mentalizar
mentalizarse,521.59,mentalizarse
mentar,516.79,mentar
mentir,455.87,mentir
menudear,566.02,menudear
mercadear,557.47,mercadear
mercantilizar,555.72,mercantilizar
merecer,586.87,merecer
merendar,503.44,merendar
mermar,534.48,mermar
merodear,546.68,merodear
metabolizar,515.95,metabolizar
metaforizar,518.53,metaforizar
meter,484.66,meter
meterse,513.0,meterse
mezclar,472.29,mezclar
mezclarse,517.77,mezclarse
militarizar,574.15,militarizar
mimar,479.69,mimar
minar,518.65,minar
mineralizar,575.74,mineralizar
miniaturizar,578.78,miniaturizar
minimizar,478.79,minimizar
minusvalorar,589.63,minusvalorar
mirar,489.64,mirar
mirarse,507.96,mirarse
mistificar,557.14,mistificar
mitificar,564.67,mitificar
mitigar,493.26,mitigar
modelar,474.43,modelar
modelizar,501.04,modelizar
moderar,579.34,moderar
moderarse,584.89,moderarse
modernizar,511.8,modernizar
modernizarse,510.44,modernizarse
modificar,492.94,modificar
modificarse,503.26,modificarse
modular,472.0,modular
mofar,466.9,mofar
mojar,451.18,mojar
mojarse,500.85,mojarse
molar,455.1,molar
moldear,456.14,moldear
moler,522.36,moler
molestar,499.74,molestar
molestarse,505.13,molestarse
momificar,531.18,momificar
mondar,511.99,mondar
monopolizar,565.17,monopolizar
montar,499.27,montar
montarse,492.84,montarse
moquear,545.5,moquear
moralizar,540.36,moralizar
morar,511.52,morar
morder,469.08,morder
morderse,545.07,morderse
mordisquear,541.57,mordisquear
morir,503.1,morir
morirse,491.73,morirse
mortificar,560.01,mortificar
mosquear,521.74,mosquear
mosquearse,521.66,mosquearse
mostrar,475.59,mostrar
mostrarse,479.43,mostrarse
motejar,516.2,motejar
motivar,474.92,motivar
motivarse,497.24,motivarse
motorizarse,532.71,motorizarse
mover,472.14,mover
moverse,488.65,moverse
movilizar,500.81,movilizar
movilizarse,509.58,movilizarse
mudar,476.77,mudar
mugir,482.88,mugir
mullir,489.09,mullir
multar,475.0,multar
multiplicar,501.92,multiplicar
municipalizar,583.95,municipalizar
murmurar,519.38,murmurar
musitar,507.36,musitar
mutar,497.65,mutar
mutilar,541.08,mutilar
nacer,497.8,nacer
nacionalizar,558.84,nacionalizar
nadar,496.69,nadar
narcotizar,553.46,narcotizar
narrar,494.28,narrar
naturalizar,516.03,naturalizar
naufragar,520.2,naufragar
navegar,499.43,navegar
necesitar,492.58,necesitar
negar,494.88,negar
negarse,508.2,negarse
negociar,498.2,negociar
neutralizar,546.6,neutralizar
nevar,495.15,nevar
nivelar,466.17,nivelar
nombrar,512.81,nombrar
nombrarse,527.96,nombrarse
nominar,485.55,nominar
noquear,556.26,noquear
normalizar,520.21,normalizar
normalizarse,542.89,normalizarse
notar,494.32,notar
notarse,479.96,notarse
notificar,489.62,notificar
novelar,497.14,novelar
nublar,470.42,nublar
numerar,520.91,numerar
nutrir,497.34,nutrir
obedecer,556.13,obedecer
objetar,498.15,objetar
objetivar,534.85,objetivar
obligar,491.17,obligar
obnubilar,569.03,obnubilar
obrar,509.65,obrar
obsequiar,592.07,obsequiar
observar,501.08,observar
obsesionar,535.29,obsesionar
obstaculizar,565.09,obstaculizar
obstruir,504.32,obstruir
obtener,503.29,obtener
obtenerse,515.88,obtenerse
obturar,530.73,obturar
obviar,472.39,obviar
ocasionar,504.61,ocasionar
ocasionarse,544.71,ocasionarse
ocultar,493.02,ocultar
ocultarse,511.33,ocultarse
ocupar,484.96,ocupar
ocuparse,489.01,ocuparse
ocurrir,497.88,ocurrir
odiar,501.76,odiar
ofender,491.29,ofender
ofertar,506.3,ofertar
oficializar,521.11,oficializar
oficiar,501.95,oficiar
ofrecer,478.37,ofrecer
ofrecerse,482.59,ofrecerse
oír,501.23,oir
oler,495.03,oler
olfatear,516.56,olfatear
olismear,648.53,olismear
olisquear,545.25,olisquear
olvidar,476.72,olvidar
olvidarse,517.51,olvidarse
omitir,496.5,omitir
ondear,500.31,ondear
ondular,514.02,ondular
operar,477.5,operar
operarse,512.58,operarse
opinar,484.99,opinar
oponer,495.66,oponer
oponerse,533.82,oponerse
opositar,516.99,opositar
oprimir,504.26,oprimir
optar,466.53,optar
optimizar,494.76,optimizar
orar,487.55,orar
orbitar,487.59,orbitar
ordenar,499.65,ordenar
ordeñar,536.95,ordenar
orear,533.5,orear
organizar,509.5,organizar
organizarse,507.97,organizarse
orientar,508.55,orientar
orientarse,518.07,orientarse
originar,510.67,originar
orinar,475.05,orinar
orquestar,546.81,orquestar
osar,497.47,osar
oscilar,517.05,oscilar
oscurecer,502.61,oscurecer
oscurecerse,565.21,oscurecerse
ostentar,536.74,ostentar
otear,524.03,otear
otorgar,544.11,otorgar
ovular,481.61,ovular
oxidar,498.28,oxidar
oxigenar,519.28,oxigenar
pacificar,537.79,pacificar
pactar,516.26,pactar
padecer,547.39,padecer
pagar,512.34,pagar
pagarse,560.26,pagarse
paladear,524.82,paladear
palear,536.27,palear
paliar,537.22,paliar
palidecer,543.64,palidecer
palmear,531.73,palmear
palmotear,543.24,palmotear
palpar,535.99,palpar
palpitar,543.25,palpitar
panificar,574.42,panificar
papear,508.42,papear
paralizar,521.47,paralizar
parar,487.39,parar
pararse,563.76,pararse
parcelar,573.55,parcelar
parchear,575.65,parchear
parear,564.94,parear
parecer,520.23,parecer
parecerse,596.75,parecerse
parir,508.4,parir
parlamentar,607.98,parlamentar
parlotear,578.89,parlotear
parodiar,551.01,parodiar
parpadear,574.77,parpadear
parrafear,591.83,parrafear
participar,533.44,participar
partir,523.04,partir
partirse,537.17,partirse
pasar,500.22,pasar
pasarse,557.02,pasarse
pasear,507.39,pasear
pasearse,616.06,pasearse
pasmar,535.32,pasmar
pastar,498.07,pastar
pasteurizar,609.98,pasteurizar
pastorear,566.16,pastorear
patalear,566.79,patalear
patear,494.64,patear
patentar,548.42,patentar
patentizar,610.29,patentizar
patinar,485.39,patinar
patrocinar,530.95,patrocinar
patrullar,527.31,patrullar
pausar,509.64,pausar
pautar,538.95,pautar
pavimentar,561.7,pavimentar
pavonear,555.08,pavonear
pecar,515.2,pecar
pechar,544.9,pechar
pedalear,593.11,pedalear
pedir,504.76,pedir
pegar,513.61,pegar
pegarse,524.21,pegarse
peinar,480.27,peinar
peinarse,536.08,peinarse
pelar,509.65,pelar
pelear,524.23,pelear
pelearse,564.53,pelearse
peligrar,540.52,peligrar
pellizcar,562.02,pellizcar
pelotear,550.76,pelotear
penalizar,518.97,penalizar
penar,512.39,penar
pender,572.63,pender
pendonear,623.05,pendonear
penetrar,524.81,penetrar
pensar,484.92,pensar
pensarse,564.0,pensarse
percatar,538.05,percatar
percibir,528.99,percibir
percibirse,565.95,percibirse
percutir,530.16,percutir
perder,502.37,perder
perderse,546.26,perderse
perdonar,514.7,perdonar
perdurar,565.46,perdurar
perecer,618.96,perecer
peregrinar,595.54,peregrinar
perfeccionar,534.77,perfeccionar
perfeccionarse,548.06,perfeccionarse
perfilar,527.83,perfilar
perforar,544.07,perforar
perfumar,489.04,perfumar
perfundir,584.08,perfundir
pergeñar,595.59,pergenar
perjudicar,539.92,perjudicar
perjurar,515.26,perjurar
permanecer,543.97,permanecer
permeabilizar,625.51,permeabilizar
permitir,490.92,permitir
permitirse,543.48,permitirse
permutar,522.14,permutar
pernoctar,594.19,pernoctar
perorar,597.61,perorar
perpetrar,596.12,perpetrar
perpetuar,556.68,perpetuar
perpetuarse,569.89,perpetuarse
perseguir,547.2,perseguir
perseverar,661.87,perseverar
persistir,521.48,persistir
personalizar,518.08,personalizar
personarse,601.26,personarse
personificar,532.86,personificar
persuadir,553.54,persuadir
pertenecer,518.97,pertenecer
pertrechar,597.02,pertrechar
perturbar,559.42,perturbar
pervertir,561.14,pervertir
pervivir,595.95,pervivir
pesar,481.18,pesar
pesarse,536.38,pesarse
pescar,496.03,pescar
pesquisar,584.75,pesquisar
pestañear,580.0,pestanear
petar,490.35,petar
petrificar,585.59,petrificar
piafar,576.09,piafar
piar,508.05,piar
picar,506.06,picar
picotear,524.35,picotear
pillar,542.74,pillar
pillarse,527.44,pillarse
pilotar,522.07,pilotar
pincelar,533.61,pincelar
pinchar,497.62,pinchar
pincharse,534.36,pincharse
pintar,498.25,pintar
pintarse,498.12,pintarse
piratear,537.42,piratear
piropear,571.27,piropear
pisar,516.02,pisar
pisarse,502.14,pisarse
pisotear,544.65,pisotear
pitar,526.39,pitar
pivotar,521.74,pivotar
placar,501.66,placar
placer,494.09,placer
plagar,498.94,plagar
plagiar,527.68,plagiar
planchar,535.05,planchar
planear,504.79,planear
planificar,523.88,planificar
plantar,509.91,plantar
plantarse,545.47,plantarse
plantear,508.5,plantear
plantearse,599.95,plantearse
plasmar,526.72,plasmar
platear,525.65,platear
platicar,538.43,platicar
plegar,531.94,plegar
pleitear,598.15,pleitear
plisar,539.64,plisar
plumear,515.6,plumear
poblar,536.52,poblar
podar,493.13,podar
poder,515.4,poder
poderse,563.46,poderse
poetizar,554.6,poetizar
polarizar,543.84,polarizar
polemizar,555.95,polemizar
policromar,660.81,policromar
politizar,539.84,politizar
ponderar,522.54,ponderar
poner,502.73,poner
ponerse,523.6,ponerse
pontificar,553.94,pontificar
popularizar,565.93,popularizar
pordiosear,594.4,pordiosear
porfiar,524.6,porfiar
pormenorizar,657.57,pormenorizar
porrear,531.61,porrear
portar,511.16,portar
portarse,573.82,portarse
posar,503.61,posar
poseer,525.16,poseer
posesionar,551.59,posesionar
posibilitar,519.85,posibilitar
posicionar,543.0,posicionar
positivar,508.32,positivar
positivarse,597.1,positivarse
posponer,537.72,posponer
postergar,552.19,postergar
postrar,527.22,postrar
postular,548.61,postular
postularse,581.45,postularse
potenciar,536.34,potenciar
potenciarse,569.39,potenciarse
practicar,520.6,practicar
preceder,570.03,preceder
preciar,515.44,preciar
precintar,522.37,precintar
precipitar,558.22,precipitar
precipitarse,553.08,precipitarse
precisar,518.76,precisar
preconcebir,587.93,preconcebir
preconizar,632.26,preconizar
predecir,531.97,predecir
predestinar,647.06,predestinar
predeterminar,586.8,predeterminar
predicar,552.2,predicar
predisponer,628.49,predisponer
predominar,573.53,predominar
preferir,557.0,preferir
prefigurar,641.73,prefigurar
prefijar,546.88,prefijar
pregonar,576.11,pregonar
preguntar,520.06,preguntar
preguntarse,513.65,preguntarse
prejuzgar,593.39,prejuzgar
premeditar,562.15,premeditar
premiar,495.69,premiar
prender,507.55,prender
prensar,521.61,prensar
preñar,546.19,prenar
preocupar,527.94,preocupar
preocuparse,542.64,preocuparse
preparar,511.89,preparar
prepararse,536.92,prepararse
presagiar,611.01,presagiar
prescindir,536.34,prescindir
prescribir,556.16,prescribir
presenciar,550.38,presenciar
presentar,519.35,presentar
presentarse,534.65,presentarse
presentir,529.86,presentir
preservar,548.77,preservar
preservarse,626.66,preservarse
presidir,528.73,presidir
presionar,506.25,presionar
prestar,530.92,prestar
prestarse,542.88,prestarse
prestigiar,572.78,prestigiar
presumir,499.56,presumir
presuponer,606.54,presuponer
presupuestar,594.37,presupuestar
pretender,541.81,pretender
pretextar,615.25,pretextar
prevalecer,602.32,prevalecer
prevaricar,587.07,prevaricar
prevenir,531.43,prevenir
prevenirse,553.16,prevenirse
prever,505.34,prever
primar,507.77,primar
principiar,582.22,principiar
pringar,526.31,pringar
pringarse,543.04,pringarse
priorizar,547.29,priorizar
privar,537.08,privar
privatizar,523.13,privatizar
privilegiar,574.06,privilegiar
probar,500.92,probar
probarse,518.25,probarse
proceder,526.56,proceder
procesar,490.94,procesar
proclamar,540.05,proclamar
proclamarse,585.65,proclamarse
procrear,547.34,procrear
procurar,519.76,procurar
procurarse,574.07,procurarse
prodigar,556.39,prodigar
prodigarse,584.14,prodigarse
producir,516.86,producir
producirse,572.1,producirse
profanar,569.1,profanar
proferir,512.26,proferir
profesar,532.41,profesar
profesionalizar,604.14,profesionalizar
profesionalizarse,674.59,profesionalizarse
profetizar,569.52,profetizar
profundizar,529.35,profundizar
programar,523.65,programar
progresar,549.1,progresar
prohibir,524.32,prohibir
proliferar,588.55,proliferar
prolongar,542.48,prolongar
prolongarse,554.41,prolongarse
promediar,534.38,promediar
prometer,507.55,prometer
prometerse,509.37,prometerse
promocionar,540.78,promocionar
promocionarse,556.75,promocionarse
promover,529.42,promover
promulgar,573.76,promulgar
promulgarse,572.94,promulgarse
pronosticar,546.47,pronosticar
pronunciar,541.97,pronunciar
pronunciarse,524.7,pronunciarse
propagar,552.88,propagar
propasar,518.39,propasar
propiciar,542.81,propiciar
propinar,517.52,propinar
proponer,558.14,proponer
proporcionar,522.18,proporcionar
propugnar,537.09,propugnar
propulsar,541.26,propulsar
prorrogar,656.04,prorrogar
prorrumpir,587.93,prorrumpir
proscribir,544.82,proscribir
proseguir,553.0,proseguir
prosperar,546.96,prosperar
prostituir,504.95,prostituir
protagonizar,562.85,protagonizar
proteger,512.2,proteger
protegerse,513.19,protegerse
protestar,524.72,protestar
proveer,568.58,proveer
provenir,497.11,provenir
provocar,521.99,provocar
provocarse,524.27,provocarse
proyectar,531.41,proyectar
proyectarse,563.01,proyectarse
psicoanalizar,612.97,psicoanalizar
publicar,521.96,publicar
publicarse,527.2,publicarse
pudrir,571.01,pudrir
puentear,579.43,puentear
pugnar,525.98,pugnar
pujar,501.07,pujar
pulir,506.5,pulir
pulirse,568.53,pulirse
pulsar,507.97,pulsar
pulular,550.64,pulular
pulverizar,516.59,pulverizar
puntear,540.04,puntear
puntualizar,530.08,puntualizar
puntuar,493.96,puntuar
punzar,515.91,punzar
purgar,534.0,purgar
purificar,533.6,purificar
putear,571.73,putear
quebrantar,517.55,quebrantar
quebrar,528.81,quebrar
quedar,502.2,quedar
quedarse,513.3,quedarse
quejar,507.16,quejar
quejarse,508.98,quejarse
quemar,497.81,quemar
quemarse,515.15,quemarse
querellarse,713.81,querellarse
querer,505.9,querer
quererse,538.92,quererse
quitar,476.78,quitar
quitarse,500.7,quitarse
rabiar,523.02,rabiar
racionalizar,569.09,racionalizar
racionar,498.72,racionar
radiar,521.41,radiar
radicar,528.9,radicar
radiodifundir,652.66,radiodifundir
radiografiar,583.03,radiografiar
raer,511.27,raer
rajar,510.47,rajar
ralentizar,542.71,ralentizar
rallar,543.07,rallar
rapar,535.74,rapar
rapiñar,503.88,rapinar
raptar,539.18,raptar
rascar,512.56,rascar
rasear,529.66,rasear
rasgar,554.31,rasgar
rasgarse,574.54,rasgarse
rasguñar,529.87,rasgunar
raspar,534.23,raspar
rastrear,562.99,rastrear
rastrillar,515.54,rastrillar
rasurar,569.68,rasurar
ratificar,544.27,ratificar
rayar,505.94,rayar
razonar,528.61,razonar
reabrir,540.3,reabrir
reabrirse,579.54,reabrirse
reabsorber,601.44,reabsorber
reaccionar,545.66,reaccionar
reactivar,525.57,reactivar
reactualizar,540.15,reactualizar
reactualizarse,602.73,reactualizarse
readaptar,598.44,readaptar
readaptarse,666.2,readaptarse
readmitir,577.44,readmitir
reafirmar,564.62,reafirmar
reafirmarse,553.54,reafirmarse
reagrupar,578.22,reagrupar
reajustar,558.41,reajustar
realizar,510.77,realizar
realizarse,561.03,realizarse
realojarse,593.46,realojarse
realzar,556.78,realzar
reanimar,539.13,reanimar
reanudar,537.01,reanudar
reanudarse,544.12,reanudarse
reaparecer,558.43,reaparecer
rearmar,572.0,rearmar
reavivar,571.25,reavivar
rebajar,529.64,rebajar
rebanar,500.57,rebanar
rebañar,540.59,rebanar
rebasar,505.52,rebasar
rebatir,505.9,rebatir
rebelar,482.95,rebelar
rebelarse,553.71,rebelarse
reblandecer,589.66,reblandecer
rebobinar,544.1,rebobinar
rebosar,504.1,rebosar
rebotar,518.85,rebotar
rebullir,550.93,rebullir
rebuscar,531.88,rebuscar
rebuznar,551.74,rebuznar
recabar,512.85,recabar
recaer,512.06,recaer
recalar,516.51,recalar
recalcar,566.63,recalcar
recalcular,553.84,recalcular
recalentar,558.43,recalentar
recalificar,579.44,recalificar
recambiar,582.11,recambiar
recapacitar,583.58,recapacitar
recapitular,554.06,recapitular
recargar,553.22,recargar
recaudar,497.49,recaudar
recelar,523.69,recelar
recepcionar,543.56,recepcionar
recetar,535.3,recetar
rechazar,543.45,rechazar
rechinar,534.03,rechinar
rechistar,535.99,rechistar
recibir,500.85,recibir
reciclar,521.27,reciclar
reciclarse,540.35,reciclarse
reciprocar,559.42,reciprocar
recitar,505.93,recitar
reclamar,510.07,reclamar
reclinar,565.15,reclinar
recluir,525.99,recluir
recluirse,556.22,recluirse
reclutar,518.8,reclutar
recobrar,512.4,recobrar
recoger,538.96,recoger
recogerse,528.29,recogerse
recolectar,533.49,recolectar
recolocar,570.45,recolocar
recomendar,530.24,recomendar
recomenzar,583.01,recomenzar
recompensar,563.24,recompensar
recomponer,562.37,recomponer
reconcentrar,594.78,reconcentrar
reconciliar,528.27,reconciliar
reconciliarse,516.7,reconciliarse
reconducir,542.07,reconducir
reconfortar,555.93,reconfortar
reconocer,544.89,reconocer
reconocerse,530.77,reconocerse
reconquistar,557.6,reconquistar
reconsiderar,579.81,reconsiderar
reconstituir,513.74,reconstituir
reconstruir,553.45,reconstruir
recontar,509.18,recontar
reconvenir,528.39,reconvenir
reconvertir,533.29,reconvertir
recopilar,537.62,recopilar
recordar,507.6,recordar
recorrer,533.0,recorrer
recorrerse,544.27,recorrerse
recortar,518.86,recortar
recostar,551.57,recostar
recrear,536.13,recrear
recriar,526.76,recriar
recriminar,527.7,recriminar
recrudecer,529.02,recrudecer
rectificar,527.1,rectificar
recuadrar,536.65,recuadrar
recubrir,524.83,recubrir
recular,532.05,recular
recuperar,509.37,recuperar
recuperarse,543.64,recuperarse
recurar,542.62,recurar
recurrir,505.67,recurrir
recurrirse,568.22,recurrirse
recusar,507.69,recusar
redactar,513.32,redactar
redefinir,557.13,redefinir
redescubrir,576.77,redescubrir
redimensionar,576.84,redimensionar
redimir,515.25,redimir
redistribuir,598.67,redistribuir
redoblar,558.99,redoblar
redondear,563.73,redondear
reducir,504.42,reducir
reducirse,519.43,reducirse
redundar,592.25,redundar
reduplicar,601.01,reduplicar
reedificar,618.04,reedificar
reeditar,534.09,reeditar
reeducar,540.52,reeducar
reelaborar,592.08,reelaborar
reelegir,522.32,reelegir
reembolsar,559.32,reembolsar
reemplazar,513.68,reemplazar
reemprender,555.74,reemprender
reencarnar,561.15,reencarnar
reencontrar,540.17,reencontrar
reencontrarse,592.98,reencontrarse
reenfrentarse,615.07,reenfrentarse
reenviar,526.24,reenviar
reequilibrar,581.74,reequilibrar
reescribir,573.99,reescribir
reestrenar,586.64,reestrenar
reestructurar,571.59,reestructurar
reexaminar,600.74,reexaminar
refaccionar,600.61,refaccionar
referir,493.43,referir
referirse,525.58,referirse
refinar,520.53,refinar
reflejar,547.67,reflejar
reflejarse,524.22,reflejarse
reflexionar,510.2,reflexionar
reflotar,530.89,reflotar
refluir,533.1,refluir
reformar,552.48,reformar
reformarse,581.83,reformarse
reformular,504.42,reformular
reforzar,518.76,reforzar
reforzarse,575.99,reforzarse
refractar,576.1,refractar
refrenar,554.28,refrenar
refrendar,552.42,refrendar
refrescar,542.79,refrescar
refrigerar,546.74,refrigerar
refrigerarse,555.06,refrigerarse
refrotar,558.31,refrotar
refugiar,562.25,refugiar
refugiarse,523.35,refugiarse
refulgir,528.03,refulgir
refundar,519.95,refundar
refundir,498.45,refundir
refunfuñar,562.81,refunfunar
refutar,527.51,refutar
regalar,511.26,regalar
regalarse,556.84,regalarse
regañar,541.8,reganar
regar,528.08,regar
regarse,542.89,regarse
regatear,566.85,regatear
regenerar,553.47,regenerar
regenerarse,560.59,regenerarse
regentar,551.14,regentar
regir,531.53,regir
registrar,522.08,registrar
reglamentar,558.44,reglamentar
reglar,518.66,reglar
regocijar,571.76,regocijar
regresar,523.02,regresar
regular,490.26,regular
regularizar,509.73,regularizar
rehabilitar,557.87,rehabilitar
rehabilitarse,568.77,rehabilitarse
rehacer,515.39,rehacer
rehilar,540.64,rehilar
rehogar,569.64,rehogar
rehuir,524.05,rehuir
rehusar,542.02,rehusar
reimprimir,575.86,reimprimir
reinar,507.07,reinar
reincidir,562.44,reincidir
reincorporar,575.1,reincorporar
reincorporarse,592.7,reincorporarse
reingresar,588.8,reingresar
reiniciar,529.54,reiniciar
reinsertar,574.21,reinsertar
reinsertarse,566.41,reinsertarse
reinstalar,541.31,reinstalar
reinstaurar,572.66,reinstaurar
reintegrar,556.68,reintegrar
reintegrarse,605.14,reintegrarse
reintroducir,601.09,reintroducir
reinventar,533.51,reinventar
reinvestigar,598.49,reinvestigar
reir,498.0,reir
reírse,491.59,reirse
reiterar,514.74,reiterar
reivindicar,543.7,reivindicar
rejonear,557.46,rejonear
rejuvenecer,576.49,rejuvenecer
relacionar,518.93,relacionar
relacionarse,572.17,relacionarse
relajar,516.43,relajar
relajarse,514.16,relajarse
relamer,557.05,relamer
relampaguear,635.98,relampaguear
relanzar,537.52,relanzar
relanzarse,575.34,relanzarse
relatar,526.8,relatar
relativizar,574.38,relativizar
releer,540.52,releer
relegar,549.82,relegar
relevar,514.6,relevar
relinchar,526.3,relinchar
rellenar,515.08,rellenar
relucir,525.9,relucir
relumbrar,545.77,relumbrar
remachar,556.24,remachar
remansar,560.07,remansar
remar,528.76,remar
remarcar,535.7,remarcar
rematar,526.64,rematar
remedar,505.74,remedar
remediar,520.65,remediar
rememorar,589.53,rememorar
remendar,567.72,remendar
remeter,539.96,remeter
remirar,567.6,remirar
remitir,495.91,remitir
remitirse,548.41,remitirse
remojar,528.68,remojar
remolcar,534.53,remolcar
remolinear,556.52,remolinear
remontar,514.32,remontar
remontarse,537.91,remontarse
remover,492.81,remover
remozar,548.52,remozar
remunerar,542.17,remunerar
renacer,510.97,renacer
rendir,530.23,rendir
rendirse,576.41,rendirse
renegar,533.58,renegar
renombrar,568.5,renombrar
renovar,520.96,renovar
renovarse,544.07,renovarse
renquear,583.15,renquear
rentabilizar,528.27,rentabilizar
rentar,527.4,rentar
renunciar,500.92,renunciar
reñir,516.51,renir
reordenar,562.43,reordenar
reorganizar,555.53,reorganizar
reparar,533.19,reparar
repartir,531.07,repartir
repartirse,548.82,repartirse
repasar,504.62,repasar
repatriar,539.84,repatriar
repeinar,538.35,repeinar
repeler,562.66,repeler
repensarse,585.0,repensarse
repercutir,556.26,repercutir
repescar,581.18,repescar
repetir,493.05,repetir
repetirse,507.83,repetirse
repicar,552.37,repicar
repintar,533.09,repintar
replantear,580.14,replantear
replegar,562.82,replegar
replicar,508.19,replicar
repoblar,547.83,repoblar
reponer,508.0,reponer
reponerse,582.54,reponerse
reportar,531.4,reportar
reposar,524.25,reposar
repostar,531.47,repostar
reprender,536.81,reprender
represaliar,558.97,represaliar
representar,605.56,representar
reprimir,522.53,reprimir
reprivatizar,598.45,reprivatizar
reprobar,533.26,reprobar
reprochar,518.72,reprochar
reproducir,524.65,reproducir
reproducirse,507.85,reproducirse
reptar,535.76,reptar
repudiar,555.35,repudiar
repugnar,541.37,repugnar
repujar,546.98,repujar
requerir,494.6,requerir
requisar,545.82,requisar
resaltar,538.12,resaltar
resarcir,561.8,resarcir
resarcirse,642.86,resarcirse
resbalar,534.04,resbalar
rescatar,532.92,rescatar
rescatarse,640.37,rescatarse
rescindir,607.03,rescindir
resentir,538.34,resentir
reseñar,518.01,resenar
reservar,514.09,reservar
reservarse,569.41,reservarse
resfriar,532.9,resfriar
resguardar,590.45,resguardar
resguardarse,610.66,resguardarse
residir,523.0,residir
resignar,515.33,resignar
resignarse,573.43,resignarse
resistir,514.04,resistir
resistirse,541.7,resistirse
resituar,570.67,resituar
resollar,540.91,resollar
resolver,519.93,resolver
resolverse,558.92,resolverse
resonar,549.77,resonar
resoplar,558.96,resoplar
respaldar,545.83,respaldar
respaldarse,613.36,respaldarse
respetar,551.03,respetar
respetarse,514.77,respetarse
respirar,524.31,respirar
resplandecer,564.39,resplandecer
responder,513.64,responder
responsabilizar,547.7,responsabilizar
responsabilizarse,575.26,responsabilizarse
resquebrajar,601.92,resquebrajar
resquebrajarse,611.97,resquebrajarse
restablecer,560.94,restablecer
restallar,535.15,restallar
restañar,524.41,restanar
restar,493.84,restar
restaurar,557.2,restaurar
restituir,577.67,restituir
restregar,536.51,restregar
restringir,516.75,restringir
resucitar,521.7,resucitar
resultar,506.75,resultar
resumir,529.09,resumir
resurgir,538.13,resurgir
retar,489.59,retar
retardar,532.43,retardar
retarse,523.31,retarse
retejar,556.76,retejar
retener,536.57,retener
retenerse,508.06,retenerse
retirar,530.34,retirar
retirarse,523.02,retirarse
retocar,490.39,retocar
retomar,500.71,retomar
retorcer,519.87,retorcer
retornar,541.12,retornar
retozar,512.66,retozar
retranquear,573.68,retranquear
retransmitir,566.19,retransmitir
retrasar,530.55,retrasar
retrasarse,540.12,retrasarse
retratar,533.31,retratar
retratarse,559.14,retratarse
retribuir,549.16,retribuir
retroceder,522.82,retroceder
retrucar,555.07,retrucar
retumbar,509.08,retumbar
reunir,513.04,reunir
reunirse,503.79,reunirse
revacunar,623.29,revacunar
revalidar,561.91,revalidar
revalorizar,545.85,revalorizar
revelar,549.9,revelar
revelarse,515.88,revelarse
revender,531.95,revender
reventar,510.72,reventar
reverdecer,585.99,reverdecer
reverenciar,573.86,reverenciar
revertir,522.45,revertir
revestir,515.23,revestir
revisar,485.0,revisar
revisarse,520.42,revisarse
revitalizar,521.22,revitalizar
revivir,497.78,revivir
revocar,535.81,revocar
revolcar,538.17,revolcar
revolotear,532.82,revolotear
revolucionar,516.47,revolucionar
revolver,485.56,revolver
revolverse,548.76,revolverse
rezar,495.84,rezar
rezumar,542.47,rezumar
ribetear,588.53,ribetear
ridiculizar,543.21,ridiculizar
rifar,576.34,rifar
rimar,553.92,rimar
rivalizar,541.75,rivalizar
robar,537.72,robar
robarse,547.23,robarse
robustecer,618.81,robustecer
rociar,534.74,rociar
rodar,500.27,rodar
rodear,529.15,rodear
roer,526.8,roer
rogar,502.21,rogar
rojear,507.2,rojear
rolar,560.86,rolar
romper,525.4,romper
romperse,508.6,romperse
roncar,484.44,roncar
rondar,511.48,rondar
ronronear,574.01,ronronear
rotar,507.35,rotar
rotular,548.08,rotular
roturar,538.81,roturar
rozar,518.95,rozar
rubricar,524.93,rubricar
rugir,515.79,rugir
rumbear,578.75,rumbear
rumiar,501.86,rumiar
rumorear,536.99,rumorear
saber,460.33,saber
saberse,485.28,saberse
saborear,481.02,saborear
sabotear,512.91,sabotear
sacar,426.16,sacar
sacarse,452.7,sacarse
saciar,447.53,saciar
sacralizar,536.99,sacralizar
sacrificar,492.81,sacrificar
sacrificarse,494.94,sacrificarse
sacudir,468.35,sacudir
sacudirse,522.89,sacudirse
salar,462.42,salar
saldar,476.48,saldar
salir,444.6,salir
salirse,484.63,salirse
salivar,476.93,salivar
salmodiar,532.72,salmodiar
salpicar,474.19,salpicar
salpimentar,571.07,salpimentar
saltar,443.41,saltar
saltarse,454.53,saltarse
saludar,433.41,saludar
salvaguardar,509.74,salvaguardar
salvar,445.29,salvar
salvarse,461.73,salvarse
sanar,444.0,sanar
sancionar,469.03,sancionar
sancochar,545.57,sancochar
sanear,458.26,sanear
sangrar,462.64,sangrar
santificar,495.17,santificar
santiguar,481.56,santiguar
saquear,487.14,saquear
satanizar,549.06,satanizar
satisfacer,494.54,satisfacer
satisfacerse,519.06,satisfacerse
saturar,445.9,saturar
sazonar,544.79,sazonar
secar,432.75,secar
secarse,490.39,secarse
seccionar,471.87,seccionar
secretar,442.94,secretar
secuenciar,485.49,secuenciar
secuestrar,461.32,secuestrar
